m,seed,task,dataset,method,mae
4,2,math:subject=prealgebra,math,ens,0.13594185666614678
4,2,math:subject=prealgebra,math,irt,0.1960828318997965
4,2,math:subject=precalculus,math,sample,0.14336917562724014
4,2,math:subject=precalculus,math,pkps,0.1747937253431451
4,2,math:subject=precalculus,math,ens,0.11075421517243003
4,2,math:subject=precalculus,math,irt,0.35453767512392037
4,2,med_qa,med_qa,sample,0.17589605734767022
4,2,med_qa,med_qa,pkps,0.10583500774720977
4,2,med_qa,med_qa,ens,0.10171378619928433
4,2,med_qa,med_qa,irt,0.4475865501448484
4,2,wmt_14:language_pair=cs-en,wmt_14,sample,0.07051372118610308
4,2,wmt_14:language_pair=cs-en,wmt_14,pkps,0.047688710676189516
4,2,wmt_14:language_pair=cs-en,wmt_14,ens,0.0435795538507884
4,2,wmt_14:language_pair=de-en,wmt_14,sample,0.06245442163293662
4,2,wmt_14:language_pair=de-en,wmt_14,pkps,0.03372945264696185
4,2,wmt_14:language_pair=de-en,wmt_14,ens,0.03562824828631827
4,2,wmt_14:language_pair=fr-en,wmt_14,sample,0.06784777883239669
4,2,wmt_14:language_pair=fr-en,wmt_14,pkps,0.02003490393414009
4,2,wmt_14:language_pair=fr-en,wmt_14,ens,0.030199412754469898
4,2,wmt_14:language_pair=hi-en,wmt_14,sample,0.06988507618149188
4,2,wmt_14:language_pair=hi-en,wmt_14,pkps,0.08510896058138345
4,2,wmt_14:language_pair=hi-en,wmt_14,ens,0.06521001625378044
4,2,wmt_14:language_pair=ru-en,wmt_14,sample,0.06529610464528868
4,2,wmt_14:language_pair=ru-en,wmt_14,pkps,0.06421647621825252
4,2,wmt_14:language_pair=ru-en,wmt_14,ens,0.0501585790988433
4,3,legalbench:subset=abercrombie,legalbench,sample,0.19221844934917945
4,3,legalbench:subset=abercrombie,legalbench,pkps,0.137547407243703
4,3,legalbench:subset=abercrombie,legalbench,ens,0.12117485321154622
4,3,legalbench:subset=abercrombie,legalbench,irt,0.3819674532519655
4,3,legalbench:subset=corporate_lobbying,legalbench,sample,0.13342293906810038
4,3,legalbench:subset=corporate_lobbying,legalbench,pkps,0.11001999785638954
4,3,legalbench:subset=corporate_lobbying,legalbench,ens,0.09436602453994347
4,3,legalbench:subset=corporate_lobbying,legalbench,irt,0.2691719966162211
4,3,legalbench:subset=function_of_decision_section,legalbench,sample,0.20430107526881724
4,3,legalbench:subset=function_of_decision_section,legalbench,pkps,0.07551054504434543
4,3,legalbench:subset=function_of_decision_section,legalbench,ens,0.09553690634797651
4,3,legalbench:subset=function_of_decision_section,legalbench,irt,0.38034712337124177
4,3,legalbench:subset=international_citizenship_questions,legalbench,sample,0.1827060931899642
4,3,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.10376437150245574
4,3,legalbench:subset=international_citizenship_questions,legalbench,ens,0.09294109181853787
4,3,legalbench:subset=international_citizenship_questions,legalbench,irt,0.53259517510171
4,3,legalbench:subset=proa,legalbench,sample,0.10246179966044143
4,3,legalbench:subset=proa,legalbench,pkps,0.08337884369275421
4,3,legalbench:subset=proa,legalbench,ens,0.07216104105800884
4,3,legalbench:subset=proa,legalbench,irt,0.09473592142069368
4,3,math:subject=algebra,math,sample,0.15591397849462363
4,3,math:subject=algebra,math,pkps,0.1753536643821213
4,3,math:subject=algebra,math,ens,0.1380687681103983
4,3,math:subject=algebra,math,irt,0.3260289985600968
4,3,math:subject=counting_and_probability,math,sample,0.1562586159360353
4,3,math:subject=counting_and_probability,math,pkps,0.17369989444969353
4,3,math:subject=counting_and_probability,math,ens,0.12190018721518128
4,3,math:subject=counting_and_probability,math,irt,0.344382945918622
4,3,math:subject=geometry,math,sample,0.1618562535370685
4,3,math:subject=geometry,math,pkps,0.1675141324355696
4,3,math:subject=geometry,math,ens,0.12600323249692164
4,3,math:subject=geometry,math,irt,0.3764419727330298
4,3,math:subject=intermediate_algebra,math,sample,0.14681555004135652
4,3,math:subject=intermediate_algebra,math,pkps,0.17309774367889427
4,3,math:subject=intermediate_algebra,math,ens,0.12005924044912719
4,3,math:subject=intermediate_algebra,math,irt,0.36469788717496815
4,3,math:subject=number_theory,math,sample,0.15752688172043008
4,3,math:subject=number_theory,math,pkps,0.17523587703931356
4,3,math:subject=number_theory,math,ens,0.1337078994318775
4,3,math:subject=number_theory,math,irt,0.37695184061432097
4,3,math:subject=prealgebra,math,sample,0.1355338834708677
4,3,math:subject=prealgebra,math,pkps,0.17972162431773078
4,3,math:subject=prealgebra,math,ens,0.12151874426542728
4,3,math:subject=prealgebra,math,irt,0.3636963699483984
4,3,math:subject=precalculus,math,sample,0.17661761931711
4,3,math:subject=precalculus,math,pkps,0.16751851465978101
4,3,math:subject=precalculus,math,ens,0.12068305149481164
4,3,math:subject=precalculus,math,irt,0.25336539220713866
4,3,med_qa,med_qa,sample,0.18808243727598567
4,3,med_qa,med_qa,pkps,0.10470124121552259
4,3,med_qa,med_qa,ens,0.09612025937271144
4,3,med_qa,med_qa,irt,0.3246698834781817
4,3,wmt_14:language_pair=cs-en,wmt_14,sample,0.05890036887306654
4,3,wmt_14:language_pair=cs-en,wmt_14,pkps,0.05034323241709087
4,3,wmt_14:language_pair=cs-en,wmt_14,ens,0.04284996118994644
4,3,wmt_14:language_pair=de-en,wmt_14,sample,0.07391082706494655
4,3,wmt_14:language_pair=de-en,wmt_14,pkps,0.03628487189903801
4,3,wmt_14:language_pair=de-en,wmt_14,ens,0.03784160028005132
4,3,wmt_14:language_pair=fr-en,wmt_14,sample,0.0681930825090361
4,3,wmt_14:language_pair=fr-en,wmt_14,pkps,0.02238705827047215
4,3,wmt_14:language_pair=fr-en,wmt_14,ens,0.03241945209413737
4,3,wmt_14:language_pair=hi-en,wmt_14,sample,0.06466686851441333
4,3,wmt_14:language_pair=hi-en,wmt_14,pkps,0.08674690845117838
4,3,wmt_14:language_pair=hi-en,wmt_14,ens,0.05764643776059814
4,3,wmt_14:language_pair=ru-en,wmt_14,sample,0.0664948660193672
4,3,wmt_14:language_pair=ru-en,wmt_14,pkps,0.06334615772110613
4,3,wmt_14:language_pair=ru-en,wmt_14,ens,0.0506110387165805
4,4,legalbench:subset=abercrombie,legalbench,sample,0.15735710243350315
4,4,legalbench:subset=abercrombie,legalbench,pkps,0.13723339141197027
4,4,legalbench:subset=abercrombie,legalbench,ens,0.10201008869521014
4,4,legalbench:subset=abercrombie,legalbench,irt,0.37864780668065745
4,4,legalbench:subset=corporate_lobbying,legalbench,sample,0.16424731182795702
4,4,legalbench:subset=corporate_lobbying,legalbench,pkps,0.11501477115367062
4,4,legalbench:subset=corporate_lobbying,legalbench,ens,0.11065364064096837
4,4,legalbench:subset=corporate_lobbying,legalbench,irt,0.5026916505072946
4,4,legalbench:subset=function_of_decision_section,legalbench,sample,0.18870967741935482
4,4,legalbench:subset=function_of_decision_section,legalbench,pkps,0.0714749207319842
4,4,legalbench:subset=function_of_decision_section,legalbench,ens,0.09033522325101598
4,4,legalbench:subset=function_of_decision_section,legalbench,irt,0.37498833462802383
4,4,legalbench:subset=international_citizenship_questions,legalbench,sample,0.19883512544802862
4,4,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.11555911628132938
4,4,legalbench:subset=international_citizenship_questions,legalbench,ens,0.1111609372389035
4,4,legalbench:subset=international_citizenship_questions,legalbench,irt,0.35738328821863363
4,4,legalbench:subset=proa,legalbench,sample,0.10795132993774759
4,4,legalbench:subset=proa,legalbench,pkps,0.09330287625536872
4,4,legalbench:subset=proa,legalbench,ens,0.0738271365384252
4,4,legalbench:subset=proa,legalbench,irt,0.22883322009050774
4,4,math:subject=algebra,math,sample,0.13530465949820789
4,4,math:subject=algebra,math,pkps,0.19001890464167176
4,4,math:subject=algebra,math,ens,0.13283639863863111
4,4,math:subject=algebra,math,irt,0.2677071824776215
4,4,math:subject=counting_and_probability,math,sample,0.1388888888888889
4,4,math:subject=counting_and_probability,math,pkps,0.1822720083382862
4,4,math:subject=counting_and_probability,math,ens,0.12037106090863092
4,4,math:subject=counting_and_probability,math,irt,0.3679484065770086
4,4,math:subject=geometry,math,sample,0.13978494623655915
4,4,math:subject=geometry,math,pkps,0.16405668543096064
4,4,math:subject=geometry,math,ens,0.11008824406124927
4,4,math:subject=geometry,math,irt,0.3071513238371471
4,4,math:subject=intermediate_algebra,math,sample,0.1726633581472291
4,4,math:subject=intermediate_algebra,math,pkps,0.18574990484776271
4,4,math:subject=intermediate_algebra,math,ens,0.13870708174131696
4,4,math:subject=intermediate_algebra,math,irt,0.3367023493670386
4,4,math:subject=number_theory,math,sample,0.1421146953405018
4,4,math:subject=number_theory,math,pkps,0.19643365631358997
4,4,math:subject=number_theory,math,ens,0.12998016656826353
4,4,math:subject=number_theory,math,irt,0.32481440892084523
4,4,math:subject=prealgebra,math,sample,0.1506001500375094
4,4,math:subject=prealgebra,math,pkps,0.17711163717371078
4,4,math:subject=prealgebra,math,ens,0.11707700991899009
4,4,math:subject=prealgebra,math,irt,0.30445215337436443
4,4,math:subject=precalculus,math,sample,0.16511035653650255
4,4,math:subject=precalculus,math,pkps,0.179675161368241
4,4,math:subject=precalculus,math,ens,0.12023364866375662
4,4,math:subject=precalculus,math,irt,0.296209719148185
4,4,med_qa,med_qa,sample,0.1882616487455197
4,4,med_qa,med_qa,pkps,0.10685838719128125
4,4,med_qa,med_qa,ens,0.1063942986127531
4,4,med_qa,med_qa,irt,0.36792555771597785
4,4,wmt_14:language_pair=cs-en,wmt_14,sample,0.06022869357302587
4,4,wmt_14:language_pair=cs-en,wmt_14,pkps,0.045692894263225224
4,4,wmt_14:language_pair=cs-en,wmt_14,ens,0.038501596060717236
4,4,wmt_14:language_pair=de-en,wmt_14,sample,0.06074339826516878
4,4,wmt_14:language_pair=de-en,wmt_14,pkps,0.03336614849998068
4,4,wmt_14:language_pair=de-en,wmt_14,ens,0.03507390333190733
4,4,wmt_14:language_pair=fr-en,wmt_14,sample,0.057317628385850326
4,4,wmt_14:language_pair=fr-en,wmt_14,pkps,0.021321244453991504
4,4,wmt_14:language_pair=fr-en,wmt_14,ens,0.030975391336407455
4,4,wmt_14:language_pair=hi-en,wmt_14,sample,0.07683996931317921
4,4,wmt_14:language_pair=hi-en,wmt_14,pkps,0.07876984603600902
4,4,wmt_14:language_pair=hi-en,wmt_14,ens,0.060207704486357254
4,4,wmt_14:language_pair=ru-en,wmt_14,sample,0.07185442792090992
4,4,wmt_14:language_pair=ru-en,wmt_14,pkps,0.059970522958013646
4,4,wmt_14:language_pair=ru-en,wmt_14,ens,0.04648822265624345
4,5,legalbench:subset=abercrombie,legalbench,sample,0.17815506508206003
4,5,legalbench:subset=abercrombie,legalbench,pkps,0.13703635819827983
4,5,legalbench:subset=abercrombie,legalbench,ens,0.1057936046721326
4,5,legalbench:subset=abercrombie,legalbench,irt,0.36470043712454825
4,5,legalbench:subset=corporate_lobbying,legalbench,sample,0.17051971326164872
4,5,legalbench:subset=corporate_lobbying,legalbench,pkps,0.10409768356891017
4,5,legalbench:subset=corporate_lobbying,legalbench,ens,0.10087714359227132
4,5,legalbench:subset=corporate_lobbying,legalbench,irt,0.5174304567045751
4,5,legalbench:subset=function_of_decision_section,legalbench,sample,0.21021505376344088
4,5,legalbench:subset=function_of_decision_section,legalbench,pkps,0.07473932248687268
4,5,legalbench:subset=function_of_decision_section,legalbench,ens,0.10870771697385447
4,5,legalbench:subset=function_of_decision_section,legalbench,irt,0.3715448834781817
4,5,legalbench:subset=international_citizenship_questions,legalbench,sample,0.20259856630824372
4,5,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.11438134562718352
4,5,legalbench:subset=international_citizenship_questions,legalbench,ens,0.10543775722142726
4,5,legalbench:subset=international_citizenship_questions,legalbench,irt,0.4163365501448483
4,5,legalbench:subset=proa,legalbench,sample,0.10101867572156198
4,5,legalbench:subset=proa,legalbench,pkps,0.0886375177667356
4,5,legalbench:subset=proa,legalbench,ens,0.06802287030715366
4,5,legalbench:subset=proa,legalbench,irt,0.4601945530547471
4,5,math:subject=algebra,math,sample,0.14372759856630823
4,5,math:subject=algebra,math,pkps,0.16602993061277452
4,5,math:subject=algebra,math,ens,0.11331155300726475
4,5,math:subject=algebra,math,irt,0.1802831077273322
4,5,math:subject=counting_and_probability,math,sample,0.15508684863523575
4,5,math:subject=counting_and_probability,math,pkps,0.1595948899757901
4,5,math:subject=counting_and_probability,math,ens,0.11935416689546591
4,5,math:subject=counting_and_probability,math,irt,0.185500906294106
4,5,math:subject=geometry,math,sample,0.17770232031692135
4,5,math:subject=geometry,math,pkps,0.15289193779304355
4,5,math:subject=geometry,math,ens,0.11536859631308026
4,5,math:subject=geometry,math,irt,0.3982446166268042
4,5,math:subject=intermediate_algebra,math,sample,0.1393713813068652
4,5,math:subject=intermediate_algebra,math,pkps,0.16864723705723822
4,5,math:subject=intermediate_algebra,math,ens,0.12609975576221688
4,5,math:subject=intermediate_algebra,math,irt,0.4021416684303669
4,5,math:subject=number_theory,math,sample,0.1686379928315412
4,5,math:subject=number_theory,math,pkps,0.17001019805798234
4,5,math:subject=number_theory,math,ens,0.13730279335301404
4,5,math:subject=number_theory,math,irt,0.38582399484539065
4,5,math:subject=prealgebra,math,sample,0.13928482120530133
4,5,math:subject=prealgebra,math,pkps,0.16006175244709656
4,5,math:subject=prealgebra,math,ens,0.1150423026566831
4,5,math:subject=prealgebra,math,irt,0.21465550301289466
4,5,math:subject=precalculus,math,sample,0.16246934540652708
4,5,math:subject=precalculus,math,pkps,0.16303666280746978
4,5,math:subject=precalculus,math,ens,0.11816841172284168
4,5,math:subject=precalculus,math,irt,0.3776238948918352
4,5,med_qa,med_qa,sample,0.17679211469534045
4,5,med_qa,med_qa,pkps,0.10408996434331519
4,5,med_qa,med_qa,ens,0.09598102643321824
4,5,med_qa,med_qa,irt,0.5406654732861499
4,5,wmt_14:language_pair=cs-en,wmt_14,sample,0.058635918696699964
4,5,wmt_14:language_pair=cs-en,wmt_14,pkps,0.04553734350116744
4,5,wmt_14:language_pair=cs-en,wmt_14,ens,0.04030594950306918
4,5,wmt_14:language_pair=de-en,wmt_14,sample,0.0657839644424682
4,5,wmt_14:language_pair=de-en,wmt_14,pkps,0.03651951374431542
4,5,wmt_14:language_pair=de-en,wmt_14,ens,0.03431877371423761
4,5,wmt_14:language_pair=fr-en,wmt_14,sample,0.0682948184289614
4,5,wmt_14:language_pair=fr-en,wmt_14,pkps,0.0214762531141038
4,5,wmt_14:language_pair=fr-en,wmt_14,ens,0.03196418719838769
4,5,wmt_14:language_pair=hi-en,wmt_14,sample,0.069577818543982
4,5,wmt_14:language_pair=hi-en,wmt_14,pkps,0.0769134013127893
4,5,wmt_14:language_pair=hi-en,wmt_14,ens,0.056704396831382016
4,5,wmt_14:language_pair=ru-en,wmt_14,sample,0.06825766057729818
4,5,wmt_14:language_pair=ru-en,wmt_14,pkps,0.06331635153117321
4,5,wmt_14:language_pair=ru-en,wmt_14,ens,0.04829504681420926
4,6,legalbench:subset=abercrombie,legalbench,sample,0.1734012450481041
4,6,legalbench:subset=abercrombie,legalbench,pkps,0.12940307929617076
4,6,legalbench:subset=abercrombie,legalbench,ens,0.1147312780829201
4,6,legalbench:subset=abercrombie,legalbench,irt,0.4115854102905235
4,6,legalbench:subset=corporate_lobbying,legalbench,sample,0.1780465949820788
4,6,legalbench:subset=corporate_lobbying,legalbench,pkps,0.11244722489175346
4,6,legalbench:subset=corporate_lobbying,legalbench,ens,0.10858358559729296
4,6,legalbench:subset=corporate_lobbying,legalbench,irt,0.23585551044085584
4,6,legalbench:subset=function_of_decision_section,legalbench,sample,0.1874551971326165
4,6,legalbench:subset=function_of_decision_section,legalbench,pkps,0.07111463435824988
4,6,legalbench:subset=function_of_decision_section,legalbench,ens,0.08711085062658916
4,6,legalbench:subset=function_of_decision_section,legalbench,irt,0.3835025409712637
4,6,legalbench:subset=international_citizenship_questions,legalbench,sample,0.20510752688172043
4,6,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.12121489914342556
4,6,legalbench:subset=international_citizenship_questions,legalbench,ens,0.1131612592820528
4,6,legalbench:subset=international_citizenship_questions,legalbench,irt,0.3943583171739612
4,6,legalbench:subset=proa,legalbench,sample,0.1203735144312394
4,6,legalbench:subset=proa,legalbench,pkps,0.09061944683018977
4,6,legalbench:subset=proa,legalbench,ens,0.07833809201360266
4,6,legalbench:subset=proa,legalbench,irt,0.07982341054779694
4,6,math:subject=algebra,math,sample,0.12275985663082437
4,6,math:subject=algebra,math,pkps,0.18665342521044212
4,6,math:subject=algebra,math,ens,0.1204795939132655
4,6,math:subject=algebra,math,irt,0.2555118417683767
4,6,math:subject=counting_and_probability,math,sample,0.16225530741659774
4,6,math:subject=counting_and_probability,math,pkps,0.17579635813762853
4,6,math:subject=counting_and_probability,math,ens,0.12763616861103266
4,6,math:subject=counting_and_probability,math,irt,0.2403761800545203
4,6,math:subject=geometry,math,sample,0.16327108092812675
4,6,math:subject=geometry,math,pkps,0.16361475565278102
4,6,math:subject=geometry,math,ens,0.11663466891844602
4,6,math:subject=geometry,math,irt,0.5753963019931876
4,6,math:subject=intermediate_algebra,math,sample,0.1424731182795699
4,6,math:subject=intermediate_algebra,math,pkps,0.1797542803593899
4,6,math:subject=intermediate_algebra,math,ens,0.12787679683125455
4,6,math:subject=intermediate_algebra,math,irt,0.34432716781497247
4,6,math:subject=number_theory,math,sample,0.13906810035842293
4,6,math:subject=number_theory,math,pkps,0.19272430678666846
